Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Mon Jan 26 1998,New York Knicks,85,Boston Celtics,94,Box Score,,18624,
Mon Jan 26 1998,Cleveland Cavaliers,94,Miami Heat,93,Box Score,,14891,
Mon Jan 26 1998,Seattle SuperSonics,92,Sacramento Kings,111,Box Score,,14295,
Mon Jan 26 1998,Houston Rockets,90,San Antonio Spurs,115,Box Score,,21604,
Mon Jan 26 1998,Philadelphia 76ers,87,Toronto Raptors,91,Box Score,,14458,
Tue Jan 27 1998,Phoenix Suns,113,Charlotte Hornets,120,Box Score,2OT,22760,
Tue Jan 27 1998,Cleveland Cavaliers,77,Dallas Mavericks,84,Box Score,OT,9730,
Tue Jan 27 1998,New Jersey Nets,120,Denver Nuggets,87,Box Score,,9327,
Tue Jan 27 1998,Los Angeles Clippers,109,Houston Rockets,115,Box Score,,16285,
Tue Jan 27 1998,Washington Wizards,84,Indiana Pacers,85,Box Score,,15316,
Tue Jan 27 1998,Detroit Pistons,81,Milwaukee Bucks,83,Box Score,,13389,
Tue Jan 27 1998,Atlanta Hawks,96,Minnesota Timberwolves,113,Box Score,,16842,
Tue Jan 27 1998,Golden State Warriors,82,Portland Trail Blazers,78,Box Score,,20084,
Tue Jan 27 1998,Chicago Bulls,103,Vancouver Grizzlies,85,Box Score,,19193,
Wed Jan 28 1998,Washington Wizards,102,Boston Celtics,104,Box Score,,18624,
Wed Jan 28 1998,Orlando Magic,86,Detroit Pistons,91,Box Score,,17473,
Wed Jan 28 1998,New Jersey Nets,106,Los Angeles Lakers,95,Box Score,,15643,
Wed Jan 28 1998,New York Knicks,82,Miami Heat,86,Box Score,,15200,
Wed Jan 28 1998,Indiana Pacers,93,Philadelphia 76ers,90,Box Score,OT,15023,
Wed Jan 28 1998,Los Angeles Clippers,86,San Antonio Spurs,109,Box Score,,14643,
Wed Jan 28 1998,Seattle SuperSonics,101,Utah Jazz,93,Box Score,,19911,
Thu Jan 29 1998,Philadelphia 76ers,99,Atlanta Hawks,109,Box Score,OT,8533,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Thu Jan 29 1998,Toronto Raptors,84,Denver Nuggets,80,Box Score,,9629,
Thu Jan 29 1998,Orlando Magic,95,Houston Rockets,88,Box Score,,16285,
Thu Jan 29 1998,Milwaukee Bucks,115,New York Knicks,112,Box Score,OT,19763,
Thu Jan 29 1998,Chicago Bulls,100,Portland Trail Blazers,87,Box Score,,21538,
Thu Jan 29 1998,Golden State Warriors,97,Seattle SuperSonics,109,Box Score,,17072,
Thu Jan 29 1998,Minnesota Timberwolves,112,Vancouver Grizzlies,106,Box Score,,15111,
Fri Jan 30 1998,Charlotte Hornets,97,Boston Celtics,95,Box Score,,18624,
Fri Jan 30 1998,Washington Wizards,102,Detroit Pistons,95,Box Score,,22076,
Fri Jan 30 1998,Chicago Bulls,87,Golden State Warriors,80,Box Score,,19804,
Fri Jan 30 1998,Cleveland Cavaliers,83,Indiana Pacers,89,Box Score,,16717,
Fri Jan 30 1998,San Antonio Spurs,97,Los Angeles Clippers,87,Box Score,,15683,
Fri Jan 30 1998,Minnesota Timberwolves,114,Los Angeles Lakers,121,Box Score,,17505,
Fri Jan 30 1998,Phoenix Suns,74,Miami Heat,71,Box Score,,15200,
Fri Jan 30 1998,Toronto Raptors,97,Sacramento Kings,123,Box Score,,14170,
Fri Jan 30 1998,Dallas Mavericks,94,Utah Jazz,104,Box Score,,19911,
Sat Jan 31 1998,Atlanta Hawks,103,Charlotte Hornets,83,Box Score,,24042,
Sat Jan 31 1998,Detroit Pistons,88,Cleveland Cavaliers,90,Box Score,,20562,
Sat Jan 31 1998,Dallas Mavericks,98,Denver Nuggets,110,Box Score,,12531,
Sat Jan 31 1998,Phoenix Suns,96,Orlando Magic,94,Box Score,,17248,
Sat Jan 31 1998,Houston Rockets,102,Philadelphia 76ers,86,Box Score,,20514,
Sat Jan 31 1998,New Jersey Nets,116,Vancouver Grizzlies,106,Box Score,,17094,
Sun Feb 1 1998,Houston Rockets,96,Boston Celtics,107,Box Score,,18624,
Sun Feb 1 1998,Utah Jazz,115,Golden State Warriors,88,Box Score,,11269,
Sun Feb 1 1998,Indiana Pacers,99,Los Angeles Clippers,92,Box Score,,9270,
Sun Feb 1 1998,Chicago Bulls,87,Los Angeles Lakers,112,Box Score,,17505,
Sun Feb 1 1998,Milwaukee Bucks,118,Minnesota Timberwolves,110,Box Score,,20188,
Sun Feb 1 1998,Miami Heat,83,New York Knicks,89,Box Score,,19763,
Sun Feb 1 1998,Toronto Raptors,90,Portland Trail Blazers,97,Box Score,,20792,
Sun Feb 1 1998,San Antonio Spurs,103,Sacramento Kings,97,Box Score,,17053,
Sun Feb 1 1998,New Jersey Nets,87,Seattle SuperSonics,97,Box Score,,17072,
Mon Feb 2 1998,Minnesota Timberwolves,99,Cleveland Cavaliers,109,Box Score,,13841,
Mon Feb 2 1998,Vancouver Grizzlies,90,Dallas Mavericks,104,Box Score,,11049,
Mon Feb 2 1998,Chicago Bulls,111,Denver Nuggets,72,Box Score,,17171,
Mon Feb 2 1998,Atlanta Hawks,83,Miami Heat,90,Box Score,,14723,
Mon Feb 2 1998,Phoenix Suns,106,Philadelphia 76ers,97,Box Score,,12787,
Mon Feb 2 1998,Detroit Pistons,101,Washington Wizards,113,Box Score,,20124,
Tue Feb 3 1998,Boston Celtics,89,Charlotte Hornets,93,Box Score,,24042,
Tue Feb 3 1998,San Antonio Spurs,105,Golden State Warriors,96,Box Score,,9892,
Tue Feb 3 1998,Vancouver Grizzlies,97,Houston Rockets,110,Box Score,,16285,
Tue Feb 3 1998,Utah Jazz,102,Los Angeles Clippers,111,Box Score,,13553,at Anaheim CA
Tue Feb 3 1998,New York Knicks,78,Milwaukee Bucks,82,Box Score,,13496,
Tue Feb 3 1998,Atlanta Hawks,90,Orlando Magic,91,Box Score,,17248,
Tue Feb 3 1998,New Jersey Nets,97,Portland Trail Blazers,98,Box Score,,20527,
Tue Feb 3 1998,Indiana Pacers,115,Sacramento Kings,93,Box Score,,15095,
Tue Feb 3 1998,Phoenix Suns,110,Toronto Raptors,105,Box Score,,14344,
Wed Feb 4 1998,Dallas Mavericks,99,Boston Celtics,110,Box Score,,17159,
Wed Feb 4 1998,Sacramento Kings,101,Denver Nuggets,99,Box Score,,7904,
Wed Feb 4 1998,Portland Trail Blazers,115,Los Angeles Lakers,122,Box Score,,15389,
Wed Feb 4 1998,New York Knicks,88,Minnesota Timberwolves,95,Box Score,,17228,
Wed Feb 4 1998,Miami Heat,98,Philadelphia 76ers,84,Box Score,,14497,
Wed Feb 4 1998,Indiana Pacers,97,Seattle SuperSonics,104,Box Score,,17072,
Wed Feb 4 1998,Chicago Bulls,93,Utah Jazz,101,Box Score,,19911,
Wed Feb 4 1998,Cleveland Cavaliers,88,Washington Wizards,104,Box Score,,19451,
Thu Feb 5 1998,Vancouver Grizzlies,93,Charlotte Hornets,108,Box Score,,21984,
Thu Feb 5 1998,Atlanta Hawks,108,Cleveland Cavaliers,94,Box Score,,15914,
Thu Feb 5 1998,Houston Rockets,92,Detroit Pistons,104,Box Score,,17534,
Thu Feb 5 1998,Miami Heat,91,Milwaukee Bucks,87,Box Score,,15788,
Thu Feb 5 1998,Phoenix Suns,94,New Jersey Nets,106,Box Score,,17085,
Thu Feb 5 1998,Washington Wizards,83,Orlando Magic,93,Box Score,,17248,
Thu Feb 5 1998,Dallas Mavericks,93,Toronto Raptors,101,Box Score,,14292,
Tue Feb 10 1998,Toronto Raptors,86,Chicago Bulls,93,Box Score,,23881,
Tue Feb 10 1998,Miami Heat,91,Cleveland Cavaliers,81,Box Score,,16101,
Tue Feb 10 1998,Boston Celtics,99,Denver Nuggets,112,Box Score,,15610,
Tue Feb 10 1998,Washington Wizards,99,Golden State Warriors,87,Box Score,,10248,
Tue Feb 10 1998,Seattle SuperSonics,83,Houston Rockets,97,Box Score,,16285,
Tue Feb 10 1998,Orlando Magic,66,Indiana Pacers,85,Box Score,,15005,
Tue Feb 10 1998,Atlanta Hawks,108,Milwaukee Bucks,100,Box Score,,13621,
Tue Feb 10 1998,Dallas Mavericks,81,New Jersey Nets,90,Box Score,,15263,
Tue Feb 10 1998,Charlotte Hornets,91,New York Knicks,99,Box Score,,19763,
Tue Feb 10 1998,Sacramento Kings,86,Phoenix Suns,88,Box Score,,19023,
Tue Feb 10 1998,Los Angeles Lakers,105,Portland Trail Blazers,117,Box Score,,21538,
Tue Feb 10 1998,Los Angeles Clippers,98,Utah Jazz,106,Box Score,,19911,
Wed Feb 11 1998,Chicago Bulls,92,Charlotte Hornets,90,Box Score,,24042,
Wed Feb 11 1998,Milwaukee Bucks,83,Detroit Pistons,95,Box Score,,16220,
Wed Feb 11 1998,Washington Wizards,110,Los Angeles Clippers,104,Box Score,,6497,
Wed Feb 11 1998,Golden State Warriors,99,Los Angeles Lakers,105,Box Score,,14674,
Wed Feb 11 1998,Indiana Pacers,110,Miami Heat,101,Box Score,,14986,
Wed Feb 11 1998,Orlando Magic,96,Minnesota Timberwolves,89,Box Score,,17093,
Wed Feb 11 1998,Dallas Mavericks,90,Philadelphia 76ers,91,Box Score,,11648,
Wed Feb 11 1998,Seattle SuperSonics,106,San Antonio Spurs,105,Box Score,,17405,
Thu Feb 12 1998,Portland Trail Blazers,115,Phoenix Suns,110,Box Score,,19023,
Thu Feb 12 1998,Denver Nuggets,84,Sacramento Kings,87,Box Score,,13616,
Thu Feb 12 1998,Cleveland Cavaliers,103,Toronto Raptors,94,Box Score,,14348,
Thu Feb 12 1998,Boston Celtics,100,Utah Jazz,118,Box Score,,19911,
Thu Feb 12 1998,Houston Rockets,112,Vancouver Grizzlies,103,Box Score,,15620,
Fri Feb 13 1998,Philadelphia 76ers,96,Charlotte Hornets,103,Box Score,,24042,
Fri Feb 13 1998,Atlanta Hawks,110,Chicago Bulls,112,Box Score,,24207,
Fri Feb 13 1998,Minnesota Timberwolves,107,Denver Nuggets,80,Box Score,,12013,
Fri Feb 13 1998,Sacramento Kings,109,Golden State Warriors,92,Box Score,,10594,
Fri Feb 13 1998,Dallas Mavericks,85,Indiana Pacers,82,Box Score,2OT,16408,
Fri Feb 13 1998,Boston Celtics,97,Los Angeles Clippers,96,Box Score,,7951,
Fri Feb 13 1998,Seattle SuperSonics,113,Los Angeles Lakers,108,Box Score,OT,17505,
Fri Feb 13 1998,Detroit Pistons,86,Miami Heat,100,Box Score,,15200,
Fri Feb 13 1998,Toronto Raptors,115,New Jersey Nets,130,Box Score,,14263,
Fri Feb 13 1998,New York Knicks,99,Orlando Magic,83,Box Score,,17248,
Fri Feb 13 1998,Houston Rockets,81,Portland Trail Blazers,105,Box Score,,20632,
Sat Feb 14 1998,Indiana Pacers,96,Atlanta Hawks,92,Box Score,,25679,
Sat Feb 14 1998,Milwaukee Bucks,99,Cleveland Cavaliers,93,Box Score,,18914,
Sat Feb 14 1998,New Jersey Nets,105,Philadelphia 76ers,98,Box Score,,18404,
Sat Feb 14 1998,Phoenix Suns,94,San Antonio Spurs,81,Box Score,,20557,
Sat Feb 14 1998,Utah Jazz,111,Seattle SuperSonics,91,Box Score,,17072,
Sat Feb 14 1998,Washington Wizards,108,Vancouver Grizzlies,110,Box Score,OT,16105,
Sun Feb 15 1998,Detroit Pistons,90,Chicago Bulls,99,Box Score,,24139,
Sun Feb 15 1998,Boston Celtics,87,Golden State Warriors,101,Box Score,,13123,
Sun Feb 15 1998,Houston Rockets,90,Los Angeles Lakers,88,Box Score,,17505,
Sun Feb 15 1998,Dallas Mavericks,99,Minnesota Timberwolves,105,Box Score,OT,19949,
Sun Feb 15 1998,Cleveland Cavaliers,91,New York Knicks,102,Box Score,,19763,
Sun Feb 15 1998,Denver Nuggets,82,Portland Trail Blazers,117,Box Score,,21140,
Sun Feb 15 1998,Washington Wizards,86,Sacramento Kings,88,Box Score,,17317,
Sun Feb 15 1998,Miami Heat,116,Toronto Raptors,95,Box Score,,16888,
Mon Feb 16 1998,Orlando Magic,85,Atlanta Hawks,81,Box Score,,20105,
Mon Feb 16 1998,Houston Rockets,121,Los Angeles Clippers,99,Box Score,,15562,
Mon Feb 16 1998,Milwaukee Bucks,92,New Jersey Nets,103,Box Score,,17060,
Mon Feb 16 1998,Charlotte Hornets,90,Utah Jazz,96,Box Score,,19911,
Tue Feb 17 1998,Indiana Pacers,97,Chicago Bulls,105,Box Score,,24131,
Tue Feb 17 1998,Phoenix Suns,95,Dallas Mavericks,77,Box Score,,11471,
Tue Feb 17 1998,New York Knicks,91,Denver Nuggets,77,Box Score,,14517,
Tue Feb 17 1998,Minnesota Timberwolves,84,Miami Heat,110,Box Score,,15200,
Tue Feb 17 1998,Cleveland Cavaliers,97,Philadelphia 76ers,98,Box Score,,13187,
Tue Feb 17 1998,Golden State Warriors,83,Portland Trail Blazers,101,Box Score,,21036,
Tue Feb 17 1998,Boston Celtics,99,Sacramento Kings,102,Box Score,,13721,
Tue Feb 17 1998,Detroit Pistons,94,San Antonio Spurs,95,Box Score,,14474,
Wed Feb 18 1998,New Jersey Nets,104,Atlanta Hawks,114,Box Score,,8449,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Wed Feb 18 1998,Charlotte Hornets,77,Golden State Warriors,88,Box Score,,9335,
Wed Feb 18 1998,Minnesota Timberwolves,102,Orlando Magic,115,Box Score,,17077,
Wed Feb 18 1998,Los Angeles Lakers,103,Phoenix Suns,110,Box Score,,19023,
Wed Feb 18 1998,Portland Trail Blazers,95,Seattle SuperSonics,101,Box Score,,17072,
Wed Feb 18 1998,New York Knicks,78,Utah Jazz,94,Box Score,,19911,
Wed Feb 18 1998,Boston Celtics,114,Vancouver Grizzlies,105,Box Score,,16703,
Wed Feb 18 1998,Milwaukee Bucks,108,Washington Wizards,98,Box Score,,18152,
Thu Feb 19 1998,San Antonio Spurs,87,Dallas Mavericks,81,Box Score,,12378,
Thu Feb 19 1998,Detroit Pistons,90,Houston Rockets,100,Box Score,,16285,
Thu Feb 19 1998,Philadelphia 76ers,77,Indiana Pacers,82,Box Score,,15243,
Thu Feb 19 1998,Miami Heat,89,Los Angeles Clippers,80,Box Score,,13157,at Anaheim CA
Thu Feb 19 1998,Denver Nuggets,92,Los Angeles Lakers,131,Box Score,,15159,
Thu Feb 19 1998,Chicago Bulls,123,Toronto Raptors,86,Box Score,,30172,
Fri Feb 20 1998,Vancouver Grizzlies,92,Atlanta Hawks,115,Box Score,,9022,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Fri Feb 20 1998,Denver Nuggets,88,Golden State Warriors,95,Box Score,,11987,
Fri Feb 20 1998,Toronto Raptors,89,Milwaukee Bucks,94,Box Score,,17856,
Fri Feb 20 1998,Houston Rockets,95,Minnesota Timberwolves,100,Box Score,OT,19083,
Fri Feb 20 1998,Cleveland Cavaliers,109,New Jersey Nets,95,Box Score,,16850,
Fri Feb 20 1998,Indiana Pacers,91,Orlando Magic,93,Box Score,,17248,
Fri Feb 20 1998,Charlotte Hornets,99,Phoenix Suns,115,Box Score,,19023,
Fri Feb 20 1998,New York Knicks,98,Portland Trail Blazers,89,Box Score,,21538,
Fri Feb 20 1998,Miami Heat,91,Sacramento Kings,77,Box Score,,17317,
Fri Feb 20 1998,Boston Celtics,106,Seattle SuperSonics,96,Box Score,,17072,
Sat Feb 21 1998,Detroit Pistons,94,Dallas Mavericks,82,Box Score,,18042,
Sat Feb 21 1998,Charlotte Hornets,111,Los Angeles Clippers,98,Box Score,,9846,
Sat Feb 21 1998,Philadelphia 76ers,98,New Jersey Nets,89,Box Score,,20049,
Sat Feb 21 1998,Utah Jazz,79,San Antonio Spurs,77,Box Score,,26572,
Sat Feb 21 1998,Chicago Bulls,94,Washington Wizards,88,Box Score,,20674,
Sun Feb 22 1998,Miami Heat,90,Golden State Warriors,82,Box Score,,14862,
Sun Feb 22 1998,Cleveland Cavaliers,71,Milwaukee Bucks,79,Box Score,,17536,
Sun Feb 22 1998,Sacramento Kings,95,Minnesota Timberwolves,113,Box Score,,17977,
Sun Feb 22 1998,Houston Rockets,74,New York Knicks,92,Box Score,,19763,
Sun Feb 22 1998,Los Angeles Lakers,94,Orlando Magic,96,Box Score,,17238,
Sun Feb 22 1998,Indiana Pacers,97,Philadelphia 76ers,92,Box Score,,17077,
Sun Feb 22 1998,San Antonio Spurs,79,Phoenix Suns,97,Box Score,,19023,
Sun Feb 22 1998,Boston Celtics,96,Portland Trail Blazers,121,Box Score,,21105,
Sun Feb 22 1998,Denver Nuggets,68,Seattle SuperSonics,88,Box Score,,17072,
Sun Feb 22 1998,Vancouver Grizzlies,105,Toronto Raptors,113,Box Score,OT,16932,
Mon Feb 23 1998,Cleveland Cavaliers,75,Chicago Bulls,97,Box Score,,23902,
Mon Feb 23 1998,Charlotte Hornets,118,Denver Nuggets,98,Box Score,,7323,
Mon Feb 23 1998,Sacramento Kings,85,Detroit Pistons,111,Box Score,,16228,
Mon Feb 23 1998,Seattle SuperSonics,101,Los Angeles Clippers,100,Box Score,,6578,
Tue Feb 24 1998,Los Angeles Lakers,98,Milwaukee Bucks,81,Box Score,,18717,
Tue Feb 24 1998,Vancouver Grizzlies,101,New Jersey Nets,110,Box Score,,13335,
Tue Feb 24 1998,Golden State Warriors,87,New York Knicks,82,Box Score,,19763,
Tue Feb 24 1998,Philadelphia 76ers,85,Phoenix Suns,84,Box Score,,19023,
Tue Feb 24 1998,Minnesota Timberwolves,99,San Antonio Spurs,105,Box Score,,14422,
Tue Feb 24 1998,Miami Heat,104,Utah Jazz,102,Box Score,,19911,
Tue Feb 24 1998,Houston Rockets,112,Washington Wizards,124,Box Score,,19401,
Wed Feb 25 1998,Sacramento Kings,94,Boston Celtics,111,Box Score,,18624,
Wed Feb 25 1998,Portland Trail Blazers,106,Chicago Bulls,101,Box Score,,23821,
Wed Feb 25 1998,Vancouver Grizzlies,101,Cleveland Cavaliers,106,Box Score,,13701,
Wed Feb 25 1998,Atlanta Hawks,112,Denver Nuggets,88,Box Score,,7525,
Wed Feb 25 1998,Charlotte Hornets,98,Detroit Pistons,88,Box Score,,17477,
Wed Feb 25 1998,Los Angeles Lakers,96,Indiana Pacers,89,Box Score,,16726,
Wed Feb 25 1998,Philadelphia 76ers,108,Los Angeles Clippers,117,Box Score,,7786,
Wed Feb 25 1998,Dallas Mavericks,79,Orlando Magic,100,Box Score,,16921,
Thu Feb 26 1998,Minnesota Timberwolves,98,Houston Rockets,118,Box Score,,16285,
Thu Feb 26 1998,Dallas Mavericks,72,Miami Heat,91,Box Score,,15200,
Thu Feb 26 1998,Sacramento Kings,99,New Jersey Nets,102,Box Score,,14118,
Thu Feb 26 1998,Milwaukee Bucks,90,New York Knicks,102,Box Score,,19763,
Thu Feb 26 1998,Toronto Raptors,86,San Antonio Spurs,97,Box Score,,13978,
Thu Feb 26 1998,Phoenix Suns,97,Utah Jazz,108,Box Score,,19911,
Thu Feb 26 1998,Golden State Warriors,87,Washington Wizards,110,Box Score,,16102,
Fri Feb 27 1998,Golden State Warriors,88,Boston Celtics,120,Box Score,,18624,
Fri Feb 27 1998,Philadelphia 76ers,79,Denver Nuggets,78,Box Score,,13727,
Fri Feb 27 1998,Cleveland Cavaliers,87,Detroit Pistons,90,Box Score,,22076,
Fri Feb 27 1998,Portland Trail Blazers,59,Indiana Pacers,124,Box Score,,16560,
Fri Feb 27 1998,Phoenix Suns,104,Los Angeles Clippers,99,Box Score,,9759,
Fri Feb 27 1998,Los Angeles Lakers,104,Minnesota Timberwolves,91,Box Score,,20197,
Fri Feb 27 1998,Toronto Raptors,115,Orlando Magic,107,Box Score,3OT,16947,
Fri Feb 27 1998,Atlanta Hawks,88,Seattle SuperSonics,90,Box Score,,17072,
Sat Feb 28 1998,Orlando Magic,80,Charlotte Hornets,90,Box Score,,24042,
Sat Feb 28 1998,Sacramento Kings,94,Chicago Bulls,109,Box Score,,23914,
Sat Feb 28 1998,Miami Heat,95,New Jersey Nets,93,Box Score,,20049,
Sat Feb 28 1998,Philadelphia 76ers,88,San Antonio Spurs,100,Box Score,,29748,
Sat Feb 28 1998,Dallas Mavericks,103,Washington Wizards,77,Box Score,,18232,
Sun Mar 1 1998,Portland Trail Blazers,101,Boston Celtics,102,Box Score,,18624,
Sun Mar 1 1998,Golden State Warriors,82,Cleveland Cavaliers,102,Box Score,,14114,
Sun Mar 1 1998,Utah Jazz,106,Houston Rockets,100,Box Score,,16285,
Sun Mar 1 1998,Denver Nuggets,63,Indiana Pacers,90,Box Score,,16650,
Sun Mar 1 1998,New Jersey Nets,84,Miami Heat,85,Box Score,,15200,
Sun Mar 1 1998,Detroit Pistons,113,Minnesota Timberwolves,115,Box Score,2OT,18651,
Sun Mar 1 1998,Los Angeles Lakers,89,New York Knicks,101,Box Score,,19763,
Sun Mar 1 1998,Phoenix Suns,87,Seattle SuperSonics,89,Box Score,,17072,
Sun Mar 1 1998,Atlanta Hawks,101,Vancouver Grizzlies,76,Box Score,,15371,
Mon Mar 2 1998,Golden State Warriors,83,Charlotte Hornets,112,Box Score,,22247,
Mon Mar 2 1998,Dallas Mavericks,94,Detroit Pistons,100,Box Score,,15682,
Mon Mar 2 1998,San Antonio Spurs,116,Sacramento Kings,95,Box Score,,14108,
Mon Mar 2 1998,Los Angeles Lakers,86,Washington Wizards,96,Box Score,,20674,
Tue Mar 3 1998,Denver Nuggets,90,Chicago Bulls,118,Box Score,,23810,
Tue Mar 3 1998,Los Angeles Clippers,97,Houston Rockets,107,Box Score,,16285,
Tue Mar 3 1998,Seattle SuperSonics,97,Miami Heat,91,Box Score,OT,15200,
Tue Mar 3 1998,Dallas Mavericks,110,Minnesota Timberwolves,99,Box Score,,18493,
Tue Mar 3 1998,New Jersey Nets,91,New York Knicks,94,Box Score,,19763,
Tue Mar 3 1998,Phoenix Suns,93,Portland Trail Blazers,98,Box Score,,21538,
Tue Mar 3 1998,Utah Jazz,108,Toronto Raptors,93,Box Score,,16448,
Tue Mar 3 1998,Indiana Pacers,111,Vancouver Grizzlies,103,Box Score,,15095,
Wed Mar 4 1998,Utah Jazz,110,Boston Celtics,94,Box Score,,18624,
Wed Mar 4 1998,Minnesota Timberwolves,102,Charlotte Hornets,112,Box Score,,22493,
Wed Mar 4 1998,Toronto Raptors,88,Cleveland Cavaliers,122,Box Score,,15017,
Wed Mar 4 1998,San Antonio Spurs,83,Golden State Warriors,90,Box Score,,10812,
Wed Mar 4 1998,Indiana Pacers,95,Los Angeles Lakers,104,Box Score,,17505,
Wed Mar 4 1998,Seattle SuperSonics,83,Orlando Magic,96,Box Score,,17248,
Wed Mar 4 1998,Milwaukee Bucks,80,Philadelphia 76ers,87,Box Score,,12768,
Wed Mar 4 1998,Detroit Pistons,89,Sacramento Kings,109,Box Score,,14772,
Thu Mar 5 1998,Los Angeles Clippers,109,Dallas Mavericks,119,Box Score,,10497,
Thu Mar 5 1998,Miami Heat,117,Houston Rockets,93,Box Score,,16285,
Thu Mar 5 1998,Denver Nuggets,87,Milwaukee Bucks,104,Box Score,,13227,
Thu Mar 5 1998,Detroit Pistons,93,Phoenix Suns,102,Box Score,,19023,
Thu Mar 5 1998,New York Knicks,90,Washington Wizards,103,Box Score,,20674,
Fri Mar 6 1998,Denver Nuggets,94,Atlanta Hawks,115,Box Score,,8827,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Fri Mar 6 1998,Washington Wizards,98,Boston Celtics,108,Box Score,,18624,
Fri Mar 6 1998,Seattle SuperSonics,98,Charlotte Hornets,104,Box Score,,24042,
Fri Mar 6 1998,Indiana Pacers,101,Golden State Warriors,87,Box Score,,13148,
Fri Mar 6 1998,San Antonio Spurs,84,Los Angeles Lakers,91,Box Score,,17505,
Fri Mar 6 1998,Toronto Raptors,91,Minnesota Timberwolves,113,Box Score,,18156,
Fri Mar 6 1998,Utah Jazz,122,New Jersey Nets,115,Box Score,,20049,
Fri Mar 6 1998,Cleveland Cavaliers,89,Orlando Magic,91,Box Score,OT,17248,
Fri Mar 6 1998,New York Knicks,71,Philadelphia 76ers,80,Box Score,,20615,
Fri Mar 6 1998,Sacramento Kings,98,Vancouver Grizzlies,96,Box Score,,14605,
Sat Mar 7 1998,Miami Heat,94,Dallas Mavericks,88,Box Score,,16907,
Sat Mar 7 1998,Utah Jazz,110,Milwaukee Bucks,92,Box Score,,18717,
Sat Mar 7 1998,Houston Rockets,108,Phoenix Suns,89,Box Score,,19023,
Sun Mar 8 1998,Cleveland Cavaliers,96,Atlanta Hawks,101,Box Score,,8512,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Sun Mar 8 1998,Los Angeles Clippers,100,Denver Nuggets,89,Box Score,,7808,
Sun Mar 8 1998,Boston Celtics,100,Indiana Pacers,104,Box Score,,16726,
Sun Mar 8 1998,Detroit Pistons,89,Los Angeles Lakers,96,Box Score,,17505,
Sun Mar 8 1998,Seattle SuperSonics,99,Minnesota Timberwolves,98,Box Score,OT,19006,
Sun Mar 8 1998,Charlotte Hornets,109,New Jersey Nets,100,Box Score,,16450,
Sun Mar 8 1998,Chicago Bulls,102,New York Knicks,89,Box Score,,19763,
Sun Mar 8 1998,San Antonio Spurs,82,Portland Trail Blazers,78,Box Score,,21116,
Sun Mar 8 1998,Toronto Raptors,106,Vancouver Grizzlies,113,Box Score,,16098,
Sun Mar 8 1998,Philadelphia 76ers,91,Washington Wizards,100,Box Score,,20674,
Mon Mar 9 1998,Orlando Magic,88,Philadelphia 76ers,78,Box Score,,14681,
Mon Mar 9 1998,Los Angeles Clippers,105,Phoenix Suns,134,Box Score,,19023,
Mon Mar 9 1998,Golden State Warriors,93,Sacramento Kings,88,Box Score,,14944,
Mon Mar 9 1998,Houston Rockets,93,Utah Jazz,100,Box Score,,19911,
Tue Mar 10 1998,Miami Heat,91,Chicago Bulls,106,Box Score,,24102,
Tue Mar 10 1998,Phoenix Suns,100,Denver Nuggets,76,Box Score,,12010,
Tue Mar 10 1998,Dallas Mavericks,91,Houston Rockets,97,Box Score,,16285,
Tue Mar 10 1998,Washington Wizards,93,Milwaukee Bucks,77,Box Score,,13627,
Tue Mar 10 1998,Orlando Magic,78,New York Knicks,85,Box Score,,19763,
Tue Mar 10 1998,New Jersey Nets,78,San Antonio Spurs,79,Box Score,,15204,
Tue Mar 10 1998,Toronto Raptors,93,Seattle SuperSonics,111,Box Score,,17072,
Wed Mar 11 1998,Atlanta Hawks,110,Boston Celtics,105,Box Score,,18624,
Wed Mar 11 1998,New York Knicks,78,Charlotte Hornets,85,Box Score,,23890,
Wed Mar 11 1998,Milwaukee Bucks,83,Cleveland Cavaliers,95,Box Score,,14294,
Wed Mar 11 1998,Indiana Pacers,91,Detroit Pistons,122,Box Score,,20987,
Wed Mar 11 1998,Minnesota Timberwolves,113,Golden State Warriors,84,Box Score,,10390,
Wed Mar 11 1998,Portland Trail Blazers,107,Los Angeles Lakers,121,Box Score,,16758,
Wed Mar 11 1998,Washington Wizards,86,Philadelphia 76ers,88,Box Score,,14662,
Wed Mar 11 1998,Sacramento Kings,95,Utah Jazz,110,Box Score,,19911,
Thu Mar 12 1998,Chicago Bulls,97,Dallas Mavericks,104,Box Score,OT,18255,
Thu Mar 12 1998,Vancouver Grizzlies,93,Denver Nuggets,98,Box Score,,9112,
Thu Mar 12 1998,New Jersey Nets,104,Houston Rockets,115,Box Score,,16285,
Thu Mar 12 1998,Los Angeles Lakers,108,Los Angeles Clippers,85,Box Score,,18521,at Anaheim CA
Thu Mar 12 1998,Cleveland Cavaliers,74,Miami Heat,97,Box Score,,15063,
Thu Mar 12 1998,Minnesota Timberwolves,92,Portland Trail Blazers,95,Box Score,,20553,
Thu Mar 12 1998,Sacramento Kings,86,San Antonio Spurs,97,Box Score,,14679,
